ano;ra;id_curso;id_disciplina;nome_disciplina;bim1;bim2;bim3;bim4;media;situacao;nome_aluno;nome_curso
2026;20260259;C005;D025;Direito do Trabalho;9.5;0.6;2.5;9.1;5.4;REPROVADO;Thor Stark;Direito
2026;20260260;C005;D021;Direito Civil;8.7;2.6;2.2;5.0;4.6;REPROVADO;Ciri Storm;Direito
2026;20260260;C005;D022;Direito Penal;5.8;3.7;7.7;6.4;5.9;REPROVADO;Ciri Storm;Direito
2026;20260260;C005;D023;Direito Constitucional;7.8;9.5;3.6;8.3;7.3;APROVADO;Ciri Storm;Direito
2026;20260260;C005;D024;Processo Civil;5.4;8.3;10.0;5.1;7.2;APROVADO;Ciri Storm;Direito
2026;20260260;C005;D025;Direito do Trabalho;8.2;3.4;2.4;5.4;4.8;REPROVADO;Ciri Storm;Direito
2026;20260261;C003;D011;Resistencia dos Materiais;4.9;5.7;2.2;7.4;5.1;REPROVADO;Yennefer Raven;Engenharia Civil
2026;20260261;C003;D012;Materiais de Construcao;5.3;5.0;8.0;9.8;7.0;APROVADO;Yennefer Raven;Engenharia Civil
2026;20260261;C003;D013;Topografia;2.2;2.4;9.1;7.3;5.2;REPROVADO;Yennefer Raven;Engenharia Civil
2026;20260261;C003;D014;Estruturas I;6.3;7.9;2.1;8.0;6.1;APROVADO;Yennefer Raven;Engenharia Civil
2026;20260261;C003;D015;Hidraulica;3.3;8.3;5.9;0.9;4.6;REPROVADO;Yennefer Raven;Engenharia Civil
2026;20260262;C004;D016;Contabilidade;4.8;7.6;1.0;9.4;5.7;REPROVADO;Tony Drake;Administracao
2026;20260262;C004;D017;Gestao de Pessoas;6.6;9.1;5.4;3.6;6.2;APROVADO;Tony Drake;Administracao
2026;20260262;C004;D018;Marketing;4.1;8.5;4.3;9.2;6.5;APROVADO;Tony Drake;Administracao
2026;20260262;C004;D019;Financas;8.5;8.6;8.7;5.8;7.9;APROVADO;Tony Drake;Administracao
2026;20260262;C004;D020;Economia;8.1;7.7;2.2;4.9;5.7;REPROVADO;Tony Drake;Administracao
2026;20260263;C002;D006;Estatistica Aplicada;4.8;9.9;0.8;6.9;5.6;REPROVADO;ChunLi Skywalker;Engenharia de Producao
2026;20260263;C002;D007;Processos Industriais;4.1;3.9;5.7;7.9;5.4;REPROVADO;ChunLi Skywalker;Engenharia de Producao
2026;20260263;C002;D008;Pesquisa Operacional;1.3;7.6;9.8;0.1;4.7;REPROVADO;ChunLi Skywalker;Engenharia de Producao
2026;20260263;C002;D009;Gestao da Qualidade;1.9;5.5;5.9;10.0;5.8;REPROVADO;ChunLi Skywalker;Engenharia de Producao
2026;20260263;C002;D010;Planejamento e Controle;2.1;10.0;7.8;9.0;7.2;APROVADO;ChunLi Skywalker;Engenharia de Producao
2026;20260264;C004;D016;Contabilidade;4.2;5.6;2.0;9.9;5.4;REPROVADO;Biyomon Odinson;Administracao
2026;20260264;C004;D017;Gestao de Pessoas;0.6;1.8;8.9;3.4;3.7;REPROVADO;Biyomon Odinson;Administracao
2026;20260264;C004;D018;Marketing;7.0;0.7;8.4;4.5;5.2;REPROVADO;Biyomon Odinson;Administracao
2026;20260264;C004;D019;Financas;8.7;3.2;8.3;8.4;7.2;APROVADO;Biyomon Odinson;Administracao
2026;20260264;C004;D020;Economia;0.6;9.4;4.2;7.6;5.4;REPROVADO;Biyomon Odinson;Administracao
2026;20260265;C002;D006;Estatistica Aplicada;7.0;0.2;6.9;7.0;5.3;REPROVADO;Aragorn Wayne;Engenharia de Producao
2026;20260265;C002;D007;Processos Industriais;9.9;3.2;8.6;8.1;7.5;APROVADO;Aragorn Wayne;Engenharia de Producao
2026;20260265;C002;D008;Pesquisa Operacional;6.0;6.1;2.5;9.1;5.9;REPROVADO;Aragorn Wayne;Engenharia de Producao
2026;20260265;C002;D009;Gestao da Qualidade;0.8;0.3;3.9;9.4;3.6;REPROVADO;Aragorn Wayne;Engenharia de Producao
2026;20260265;C002;D010;Planejamento e Controle;8.8;0.5;3.8;9.7;5.7;REPROVADO;Aragorn Wayne;Engenharia de Producao
2026;20260266;C004;D016;Contabilidade;8.3;3.2;1.3;6.8;4.9;REPROVADO;Aquaman Baggins;Administracao
2026;20260266;C004;D017;Gestao de Pessoas;7.8;6.1;7.4;6.5;6.9;APROVADO;Aquaman Baggins;Administracao
2026;20260266;C004;D018;Marketing;9.3;6.9;6.7;9.3;8.1;APROVADO;Aquaman Baggins;Administracao
2026;20260266;C004;D019;Financas;3.4;3.9;4.1;2.8;3.5;REPROVADO;Aquaman Baggins;Administracao
2026;20260266;C004;D020;Economia;2.8;2.5;6.4;0.3;3.0;REPROVADO;Aquaman Baggins;Administracao
2026;20260267;C002;D006;Estatistica Aplicada;5.7;6.7;9.9;1.3;5.9;REPROVADO;Anakin Shadow;Engenharia de Producao
2026;20260267;C002;D007;Processos Industriais;7.8;2.1;9.6;6.0;6.4;APROVADO;Anakin Shadow;Engenharia de Producao
2026;20260267;C002;D008;Pesquisa Operacional;2.1;1.5;4.0;5.7;3.3;REPROVADO;Anakin Shadow;Engenharia de Producao
2026;20260267;C002;D009;Gestao da Qualidade;3.9;8.9;5.4;7.0;6.3;APROVADO;Anakin Shadow;Engenharia de Producao
2026;20260267;C002;D010;Planejamento e Controle;6.8;9.8;5.5;5.4;6.9;APROVADO;Anakin Shadow;Engenharia de Producao
2026;20260268;C003;D011;Resistencia dos Materiais;1.0;9.5;3.7;3.6;4.5;REPROVADO;Snorlax Silver;Engenharia Civil
2026;20260268;C003;D012;Materiais de Construcao;0.7;9.3;4.3;9.1;5.8;REPROVADO;Snorlax Silver;Engenharia Civil
2026;20260268;C003;D013;Topografia;7.3;8.6;2.2;9.9;7.0;APROVADO;Snorlax Silver;Engenharia Civil
2026;20260268;C003;D014;Estruturas I;3.0;5.7;7.6;2.8;4.8;REPROVADO;Snorlax Silver;Engenharia Civil
2026;20260268;C003;D015;Hidraulica;5.1;7.0;2.1;3.0;4.3;REPROVADO;Snorlax Silver;Engenharia Civil
2026;20260269;C001;D001;Algoritmos I;8.9;4.8;3.9;4.3;5.5;REPROVADO;Leia Frost;Analise de Sistemas
2026;20260269;C001;D002;Banco de Dados I;3.0;3.3;5.5;0.1;3.0;REPROVADO;Leia Frost;Analise de Sistemas
2026;20260269;C001;D003;Python para Dados;0.7;8.9;5.2;3.3;4.5;REPROVADO;Leia Frost;Analise de Sistemas
2026;20260269;C001;D004;Engenharia de Software;3.0;3.2;1.3;3.1;2.6;REPROVADO;Leia Frost;Analise de Sistemas
2026;20260269;C001;D005;SQL e Otimizacao;9.4;9.3;2.0;9.1;7.5;APROVADO;Leia Frost;Analise de Sistemas
2026;20260270;C005;D021;Direito Civil;5.2;8.0;3.9;4.1;5.3;REPROVADO;Veemon Raven;Direito
2026;20260270;C005;D022;Direito Penal;0.0;1.9;3.2;3.5;2.1;REPROVADO;Veemon Raven;Direito
2026;20260270;C005;D023;Direito Constitucional;8.2;9.8;9.1;6.5;8.4;APROVADO;Veemon Raven;Direito
2026;20260270;C005;D024;Processo Civil;8.4;4.3;7.6;9.7;7.5;APROVADO;Veemon Raven;Direito
2026;20260270;C005;D025;Direito do Trabalho;7.0;7.8;0.8;6.5;5.5;REPROVADO;Veemon Raven;Direito
2026;20260271;C003;D011;Resistencia dos Materiais;4.0;6.7;0.9;9.4;5.2;REPROVADO;Mew Parker;Engenharia Civil
2026;20260271;C003;D012;Materiais de Construcao;5.9;8.9;9.6;2.9;6.8;APROVADO;Mew Parker;Engenharia Civil
2026;20260271;C003;D013;Topografia;9.9;0.2;0.5;8.1;4.7;REPROVADO;Mew Parker;Engenharia Civil
2026;20260271;C003;D014;Estruturas I;6.8;0.4;9.3;8.7;6.3;APROVADO;Mew Parker;Engenharia Civil
2026;20260271;C003;D015;Hidraulica;5.0;0.4;0.0;6.6;3.0;REPROVADO;Mew Parker;Engenharia Civil
2026;20260272;C005;D021;Direito Civil;9.6;4.6;3.0;3.4;5.1;REPROVADO;Greymon Kent;Direito
2026;20260272;C005;D022;Direito Penal;9.2;8.1;2.9;3.8;6.0;APROVADO;Greymon Kent;Direito
2026;20260272;C005;D023;Direito Constitucional;5.5;3.4;9.9;2.0;5.2;REPROVADO;Greymon Kent;Direito
2026;20260272;C005;D024;Processo Civil;6.1;7.4;6.9;0.4;5.2;REPROVADO;Greymon Kent;Direito
2026;20260272;C005;D025;Direito do Trabalho;0.1;8.1;0.8;5.2;3.5;REPROVADO;Greymon Kent;Direito
2026;20260273;C002;D006;Estatistica Aplicada;4.8;9.4;6.8;9.5;7.6;APROVADO;Greymon Stark;Engenharia de Producao
2026;20260273;C002;D007;Processos Industriais;8.2;2.1;0.7;10.0;5.2;REPROVADO;Greymon Stark;Engenharia de Producao
2026;20260273;C002;D008;Pesquisa Operacional;6.1;5.3;1.4;9.6;5.6;REPROVADO;Greymon Stark;Engenharia de Producao
2026;20260273;C002;D009;Gestao da Qualidade;0.3;3.0;6.2;0.8;2.6;REPROVADO;Greymon Stark;Engenharia de Producao
2026;20260273;C002;D010;Planejamento e Controle;0.6;6.9;4.7;9.2;5.3;REPROVADO;Greymon Stark;Engenharia de Producao
2026;20260274;C001;D001;Algoritmos I;5.8;9.1;7.6;0.3;5.7;REPROVADO;Thor Stone;Analise de Sistemas
2026;20260274;C001;D002;Banco de Dados I;2.8;7.3;9.0;0.3;4.9;REPROVADO;Thor Stone;Analise de Sistemas
2026;20260274;C001;D003;Python para Dados;7.5;4.9;6.4;9.4;7.1;APROVADO;Thor Stone;Analise de Sistemas
2026;20260274;C001;D004;Engenharia de Software;3.6;9.4;1.6;8.3;5.7;REPROVADO;Thor Stone;Analise de Sistemas
2026;20260274;C001;D005;SQL e Otimizacao;9.5;2.3;6.7;3.0;5.4;REPROVADO;Thor Stone;Analise de Sistemas
2026;20260275;C004;D016;Contabilidade;7.2;6.6;3.5;0.6;4.5;REPROVADO;Thor Kent;Administracao
2026;20260275;C004;D017;Gestao de Pessoas;8.7;0.7;7.5;2.0;4.7;REPROVADO;Thor Kent;Administracao
2026;20260275;C004;D018;Marketing;3.7;3.9;0.2;8.1;4.0;REPROVADO;Thor Kent;Administracao
2026;20260275;C004;D019;Financas;2.2;4.2;1.0;0.9;2.1;REPROVADO;Thor Kent;Administracao
2026;20260275;C004;D020;Economia;7.0;1.7;5.2;0.4;3.6;REPROVADO;Thor Kent;Administracao
2026;20260276;C005;D021;Direito Civil;9.8;7.0;1.7;7.3;6.5;APROVADO;Garurumon Valerian;Direito
2026;20260276;C005;D022;Direito Penal;8.1;1.9;5.2;7.4;5.7;REPROVADO;Garurumon Valerian;Direito
2026;20260276;C005;D023;Direito Constitucional;2.7;3.7;1.9;9.2;4.4;REPROVADO;Garurumon Valerian;Direito
2026;20260276;C005;D024;Processo Civil;8.0;9.2;6.0;3.0;6.5;APROVADO;Garurumon Valerian;Direito
2026;20260276;C005;D025;Direito do Trabalho;4.4;9.1;6.5;0.5;5.1;REPROVADO;Garurumon Valerian;Direito
2026;20260277;C002;D006;Estatistica Aplicada;8.3;2.7;3.1;3.5;4.4;REPROVADO;Leia Blade;Engenharia de Producao
2026;20260277;C002;D007;Processos Industriais;9.4;0.2;0.8;0.3;2.7;REPROVADO;Leia Blade;Engenharia de Producao
2026;20260277;C002;D008;Pesquisa Operacional;8.9;;;;;SEM_NOTAS;Leia Blade;Engenharia de Producao
2026;20260277;C002;D009;Gestao da Qualidade;7.8;;;;;SEM_NOTAS;Leia Blade;Engenharia de Producao
2026;20260277;C002;D010;Planejamento e Controle;0.3;4.8;2.9;;;SEM_NOTAS;Leia Blade;Engenharia de Producao
2026;20260278;C003;D011;Resistencia dos Materiais;7.3;;;;;SEM_NOTAS;Guilmon Frost;Engenharia Civil
2026;20260278;C003;D012;Materiais de Construcao;1.1;1.3;0.2;9.7;3.1;REPROVADO;Guilmon Frost;Engenharia Civil
2026;20260278;C003;D013;Topografia;2.2;9.4;;;;SEM_NOTAS;Guilmon Frost;Engenharia Civil
2026;20260278;C003;D014;Estruturas I;0.8;;;;;SEM_NOTAS;Guilmon Frost;Engenharia Civil
2026;20260278;C003;D015;Hidraulica;7.1;5.2;;;;SEM_NOTAS;Guilmon Frost;Engenharia Civil
2026;20260279;C005;D021;Direito Civil;8.6;5.9;1.8;4.5;5.2;REPROVADO;Kirby Stone;Direito
2026;20260279;C005;D022;Direito Penal;3.3;8.5;1.8;3.5;4.3;REPROVADO;Kirby Stone;Direito
2026;20260279;C005;D023;Direito Constitucional;8.3;;;;;SEM_NOTAS;Kirby Stone;Direito
2026;20260279;C005;D024;Processo Civil;7.4;4.6;5.6;1.1;4.7;REPROVADO;Kirby Stone;Direito
2026;20260279;C005;D025;Direito do Trabalho;1.6;8.1;5.4;7.7;5.7;REPROVADO;Kirby Stone;Direito
2026;20260280;C001;D001;Algoritmos I;5.4;4.2;7.9;9.9;6.8;APROVADO;Leomon Raven;Analise de Sistemas
2026;20260280;C001;D002;Banco de Dados I;7.1;0.2;9.4;3.9;5.1;REPROVADO;Leomon Raven;Analise de Sistemas
2026;20260280;C001;D003;Python para Dados;5.5;2.4;5.8;0.9;3.6;REPROVADO;Leomon Raven;Analise de Sistemas
2026;20260280;C001;D004;Engenharia de Software;4.3;1.3;6.6;7.1;4.8;REPROVADO;Leomon Raven;Analise de Sistemas
2026;20260280;C001;D005;SQL e Otimizacao;0.8;0.6;3.1;3.5;2.0;REPROVADO;Leomon Raven;Analise de Sistemas
2026;20260281;C003;D011;Resistencia dos Materiais;5.3;2.4;2.3;9.8;5.0;REPROVADO;Joel Blade;Engenharia Civil
2026;20260281;C003;D012;Materiais de Construcao;3.1;8.4;9.2;2.0;5.7;REPROVADO;Joel Blade;Engenharia Civil
2026;20260281;C003;D013;Topografia;8.4;7.3;5.4;8.6;7.4;APROVADO;Joel Blade;Engenharia Civil
2026;20260281;C003;D014;Estruturas I;7.3;3.5;1.8;8.1;5.2;REPROVADO;Joel Blade;Engenharia Civil
2026;20260281;C003;D015;Hidraulica;4.1;0.9;5.3;4.2;3.6;REPROVADO;Joel Blade;Engenharia Civil
2026;20260282;C005;D021;Direito Civil;3.8;4.7;1.3;8.8;4.7;REPROVADO;Barry Stark;Direito
2026;20260282;C005;D022;Direito Penal;6.4;6.4;5.4;0.6;4.7;REPROVADO;Barry Stark;Direito
2026;20260282;C005;D023;Direito Constitucional;5.2;5.3;9.9;2.4;5.7;REPROVADO;Barry Stark;Direito
2026;20260282;C005;D024;Processo Civil;8.8;5.9;3.1;10.0;7.0;APROVADO;Barry Stark;Direito
2026;20260282;C005;D025;Direito do Trabalho;3.0;9.5;8.4;0.6;5.4;REPROVADO;Barry Stark;Direito
2026;20260283;C003;D011;Resistencia dos Materiais;4.3;0.7;4.5;5.6;3.8;REPROVADO;Superman Night;Engenharia Civil
2026;20260283;C003;D012;Materiais de Construcao;9.1;2.6;0.6;7.6;5.0;REPROVADO;Superman Night;Engenharia Civil
2026;20260283;C003;D013;Topografia;5.1;4.1;4.6;7.4;5.3;REPROVADO;Superman Night;Engenharia Civil
2026;20260283;C003;D014;Estruturas I;7.2;8.8;7.6;9.9;8.4;APROVADO;Superman Night;Engenharia Civil
2026;20260283;C003;D015;Hidraulica;1.8;7.6;1.1;7.5;4.5;REPROVADO;Superman Night;Engenharia Civil
2026;20260284;C002;D006;Estatistica Aplicada;9.5;4.5;6.2;2.6;5.7;REPROVADO;Luigi Prince;Engenharia de Producao
2026;20260284;C002;D007;Processos Industriais;6.3;4.5;3.2;7.3;5.3;REPROVADO;Luigi Prince;Engenharia de Producao
2026;20260284;C002;D008;Pesquisa Operacional;4.3;6.1;8.0;4.8;5.8;REPROVADO;Luigi Prince;Engenharia de Producao
2026;20260284;C002;D009;Gestao da Qualidade;2.3;2.6;3.8;6.3;3.8;REPROVADO;Luigi Prince;Engenharia de Producao
2026;20260284;C002;D010;Planejamento e Controle;4.6;2.9;6.1;3.3;4.2;REPROVADO;Luigi Prince;Engenharia de Producao
2026;20260285;C001;D001;Algoritmos I;6.8;2.7;8.3;2.0;5.0;REPROVADO;Kratos Echo;Analise de Sistemas
2026;20260285;C001;D002;Banco de Dados I;7.2;5.6;9.9;6.1;7.2;APROVADO;Kratos Echo;Analise de Sistemas
2026;20260285;C001;D003;Python para Dados;5.1;5.9;8.1;9.4;7.1;APROVADO;Kratos Echo;Analise de Sistemas
2026;20260285;C001;D004;Engenharia de Software;3.0;6.5;1.6;6.3;4.3;REPROVADO;Kratos Echo;Analise de Sistemas
2026;20260285;C001;D005;SQL e Otimizacao;2.8;7.3;4.6;7.8;5.6;REPROVADO;Kratos Echo;Analise de Sistemas
2026;20260286;C003;D011;Resistencia dos Materiais;6.0;6.4;3.8;4.0;5.0;REPROVADO;Ditto Stark;Engenharia Civil
2026;20260286;C003;D012;Materiais de Construcao;9.5;4.7;;;;SEM_NOTAS;Ditto Stark;Engenharia Civil
2026;20260286;C003;D013;Topografia;5.8;0.6;9.4;8.5;6.1;APROVADO;Ditto Stark;Engenharia Civil
2026;20260286;C003;D014;Estruturas I;5.6;4.8;;;;SEM_NOTAS;Ditto Stark;Engenharia Civil
2026;20260286;C003;D015;Hidraulica;7.4;7.1;6.7;1.1;5.6;REPROVADO;Ditto Stark;Engenharia Civil
2026;20260287;C001;D001;Algoritmos I;5.2;6.6;6.2;9.9;7.0;APROVADO;Atreus Stone;Analise de Sistemas
2026;20260287;C001;D002;Banco de Dados I;1.6;9.7;3.5;9.8;6.2;APROVADO;Atreus Stone;Analise de Sistemas
2026;20260287;C001;D003;Python para Dados;5.1;3.9;1.9;6.7;4.4;REPROVADO;Atreus Stone;Analise de Sistemas
2026;20260287;C001;D004;Engenharia de Software;4.8;5.2;0.4;5.0;3.9;REPROVADO;Atreus Stone;Analise de Sistemas
2026;20260287;C001;D005;SQL e Otimizacao;3.0;0.2;1.0;4.1;2.1;REPROVADO;Atreus Stone;Analise de Sistemas
2026;20260288;C002;D006;Estatistica Aplicada;0.9;8.7;3.9;6.9;5.1;REPROVADO;Gandalf Silver;Engenharia de Producao
2026;20260288;C002;D007;Processos Industriais;6.0;9.8;2.4;9.5;6.9;APROVADO;Gandalf Silver;Engenharia de Producao
2026;20260288;C002;D008;Pesquisa Operacional;7.4;8.1;2.7;1.9;5.0;REPROVADO;Gandalf Silver;Engenharia de Producao
2026;20260288;C002;D009;Gestao da Qualidade;5.3;4.6;0.4;0.1;2.6;REPROVADO;Gandalf Silver;Engenharia de Producao
2026;20260288;C002;D010;Planejamento e Controle;4.1;7.8;1.9;9.2;5.8;REPROVADO;Gandalf Silver;Engenharia de Producao
2026;20260289;C001;D001;Algoritmos I;4.0;6.4;3.8;3.5;4.4;REPROVADO;Frodo Kenobi;Analise de Sistemas
2026;20260289;C001;D002;Banco de Dados I;4.0;6.8;2.9;8.2;5.5;REPROVADO;Frodo Kenobi;Analise de Sistemas
2026;20260289;C001;D003;Python para Dados;1.8;9.6;4.6;4.1;5.0;REPROVADO;Frodo Kenobi;Analise de Sistemas
2026;20260289;C001;D004;Engenharia de Software;6.8;6.8;2.2;3.4;4.8;REPROVADO;Frodo Kenobi;Analise de Sistemas
2026;20260289;C001;D005;SQL e Otimizacao;1.3;2.0;7.1;7.2;4.4;REPROVADO;Frodo Kenobi;Analise de Sistemas
2026;20260290;C004;D016;Contabilidade;9.4;0.0;4.0;6.9;5.1;REPROVADO;Diana Skywalker;Administracao
2026;20260290;C004;D017;Gestao de Pessoas;9.4;0.7;8.9;3.9;5.7;REPROVADO;Diana Skywalker;Administracao
2026;20260290;C004;D018;Marketing;4.3;4.9;9.5;7.1;6.4;APROVADO;Diana Skywalker;Administracao
2026;20260290;C004;D019;Financas;0.7;4.1;0.9;9.1;3.7;REPROVADO;Diana Skywalker;Administracao
2026;20260290;C004;D020;Economia;9.3;6.1;4.4;8.5;7.1;APROVADO;Diana Skywalker;Administracao
2026;20260291;C001;D001;Algoritmos I;0.1;1.9;4.8;1.9;2.2;REPROVADO;Vaporeon Romanoff;Analise de Sistemas
2026;20260291;C001;D002;Banco de Dados I;9.2;8.5;0.9;4.2;5.7;REPROVADO;Vaporeon Romanoff;Analise de Sistemas
2026;20260291;C001;D003;Python para Dados;7.2;2.0;7.7;1.5;4.6;REPROVADO;Vaporeon Romanoff;Analise de Sistemas
2026;20260291;C001;D004;Engenharia de Software;4.4;3.9;8.8;0.9;4.5;REPROVADO;Vaporeon Romanoff;Analise de Sistemas
2026;20260291;C001;D005;SQL e Otimizacao;6.9;7.2;7.2;7.5;7.2;APROVADO;Vaporeon Romanoff;Analise de Sistemas
2026;20260292;C001;D001;Algoritmos I;7.9;6.7;6.8;3.5;6.2;APROVADO;ChunLi Silver;Analise de Sistemas
2026;20260292;C001;D002;Banco de Dados I;7.7;1.2;5.0;0.6;3.6;REPROVADO;ChunLi Silver;Analise de Sistemas
2026;20260292;C001;D003;Python para Dados;7.5;9.6;2.6;0.2;5.0;REPROVADO;ChunLi Silver;Analise de Sistemas
2026;20260292;C001;D004;Engenharia de Software;8.1;1.4;3.1;9.4;5.5;REPROVADO;ChunLi Silver;Analise de Sistemas
2026;20260292;C001;D005;SQL e Otimizacao;1.2;5.4;6.7;2.9;4.0;REPROVADO;ChunLi Silver;Analise de Sistemas
2026;20260293;C004;D016;Contabilidade;9.6;1.2;4.1;4.1;4.8;REPROVADO;Leomon Echo;Administracao
2026;20260293;C004;D017;Gestao de Pessoas;0.5;8.4;4.5;0.6;3.5;REPROVADO;Leomon Echo;Administracao
2026;20260293;C004;D018;Marketing;0.5;4.3;9.1;7.0;5.2;REPROVADO;Leomon Echo;Administracao
2026;20260293;C004;D019;Financas;1.3;4.4;6.1;9.9;5.4;REPROVADO;Leomon Echo;Administracao
2026;20260293;C004;D020;Economia;5.0;7.5;0.8;1.9;3.8;REPROVADO;Leomon Echo;Administracao
2026;20260294;C001;D001;Algoritmos I;6.0;0.8;7.3;5.6;4.9;REPROVADO;Ken Echo;Analise de Sistemas
2026;20260294;C001;D002;Banco de Dados I;1.7;1.1;8.1;5.1;4.0;REPROVADO;Ken Echo;Analise de Sistemas
2026;20260294;C001;D003;Python para Dados;5.3;4.2;10.0;1.4;5.2;REPROVADO;Ken Echo;Analise de Sistemas
2026;20260294;C001;D004;Engenharia de Software;4.0;5.2;4.4;7.4;5.2;REPROVADO;Ken Echo;Analise de Sistemas
2026;20260294;C001;D005;SQL e Otimizacao;3.7;6.3;9.6;4.2;6.0;APROVADO;Ken Echo;Analise de Sistemas
2026;20260295;C001;D001;Algoritmos I;3.7;;;;;SEM_NOTAS;Joel Prince;Analise de Sistemas
2026;20260295;C001;D002;Banco de Dados I;5.4;1.3;3.0;0.6;2.6;REPROVADO;Joel Prince;Analise de Sistemas
2026;20260295;C001;D003;Python para Dados;6.5;4.1;4.1;;;SEM_NOTAS;Joel Prince;Analise de Sistemas
2026;20260295;C001;D004;Engenharia de Software;1.2;6.6;0.6;1.2;2.4;REPROVADO;Joel Prince;Analise de Sistemas
2026;20260295;C001;D005;SQL e Otimizacao;2.9;0.6;8.8;;;SEM_NOTAS;Joel Prince;Analise de Sistemas
2026;20260296;C005;D021;Direito Civil;1.1;9.5;4.6;8.3;5.9;REPROVADO;Blastoise Stark;Direito
2026;20260296;C005;D022;Direito Penal;4.4;4.6;5.4;6.9;5.3;REPROVADO;Blastoise Stark;Direito
2026;20260296;C005;D023;Direito Constitucional;6.9;7.0;1.3;2.6;4.5;REPROVADO;Blastoise Stark;Direito
2026;20260296;C005;D024;Processo Civil;6.5;6.5;0.9;7.5;5.3;REPROVADO;Blastoise Stark;Direito
2026;20260296;C005;D025;Direito do Trabalho;8.6;7.5;1.0;3.1;5.1;REPROVADO;Blastoise Stark;Direito
2026;20260297;C004;D016;Contabilidade;;;;;;SEM_NOTAS;Tentomon Odinson;Administracao
2026;20260297;C004;D017;Gestao de Pessoas;;;;;;SEM_NOTAS;Tentomon Odinson;Administracao
2026;20260297;C004;D018;Marketing;;;;;;SEM_NOTAS;Tentomon Odinson;Administracao
2026;20260297;C004;D019;Financas;4.6;5.8;7.0;1.3;4.7;REPROVADO;Tentomon Odinson;Administracao
2026;20260297;C004;D020;Economia;;;;;;SEM_NOTAS;Tentomon Odinson;Administracao
2026;20260298;C003;D011;Resistencia dos Materiais;5.8;6.2;9.2;5.5;6.7;APROVADO;Guilmon Baggins;Engenharia Civil
2026;20260298;C003;D012;Materiais de Construcao;3.6;0.1;1.4;9.6;3.7;REPROVADO;Guilmon Baggins;Engenharia Civil
2026;20260298;C003;D013;Topografia;6.3;2.3;9.3;9.9;6.9;APROVADO;Guilmon Baggins;Engenharia Civil
2026;20260298;C003;D014;Estruturas I;1.9;8.8;2.7;6.3;4.9;REPROVADO;Guilmon Baggins;Engenharia Civil
2026;20260298;C003;D015;Hidraulica;9.1;4.2;8.2;2.0;5.9;REPROVADO;Guilmon Baggins;Engenharia Civil
2026;20260299;C002;D006;Estatistica Aplicada;7.4;3.3;8.4;9.7;7.2;APROVADO;Sonic Raven;Engenharia de Producao
2026;20260299;C002;D007;Processos Industriais;5.2;6.9;7.3;9.0;7.1;APROVADO;Sonic Raven;Engenharia de Producao
2026;20260299;C002;D008;Pesquisa Operacional;0.2;4.6;3.5;0.9;2.3;REPROVADO;Sonic Raven;Engenharia de Producao
2026;20260299;C002;D009;Gestao da Qualidade;4.4;3.9;6.4;1.4;4.0;REPROVADO;Sonic Raven;Engenharia de Producao
2026;20260299;C002;D010;Planejamento e Controle;5.8;0.6;8.2;7.0;5.4;REPROVADO;Sonic Raven;Engenharia de Producao
2026;20260300;C004;D016;Contabilidade;3.8;2.1;2.0;9.0;4.2;REPROVADO;Luigi Echo;Administracao
2026;20260300;C004;D017;Gestao de Pessoas;9.1;7.3;6.2;1.2;5.9;REPROVADO;Luigi Echo;Administracao
2026;20260300;C004;D018;Marketing;7.1;8.7;2.7;1.6;5.0;REPROVADO;Luigi Echo;Administracao
2026;20260300;C004;D019;Financas;7.2;5.0;9.4;8.4;7.5;APROVADO;Luigi Echo;Administracao
2026;20260300;C004;D020;Economia;7.5;7.1;1.1;0.8;4.1;REPROVADO;Luigi Echo;Administracao
2026;20260301;C004;D016;Contabilidade;2.9;3.8;7.0;2.2;4.0;REPROVADO;Umbreon Atlas;Administracao
2026;20260301;C004;D017;Gestao de Pessoas;0.9;7.3;8.9;4.1;5.3;REPROVADO;Umbreon Atlas;Administracao
2026;20260301;C004;D018;Marketing;4.1;1.1;8.2;8.8;5.5;REPROVADO;Umbreon Atlas;Administracao
2026;20260301;C004;D019;Financas;6.1;6.1;7.1;8.6;7.0;APROVADO;Umbreon Atlas;Administracao
2026;20260301;C004;D020;Economia;9.9;6.2;6.6;3.7;6.6;APROVADO;Umbreon Atlas;Administracao
2026;20260302;C002;D006;Estatistica Aplicada;2.7;2.6;6.8;3.4;3.9;REPROVADO;ChunLi Ember;Engenharia de Producao
2026;20260302;C002;D007;Processos Industriais;3.7;9.6;3.1;7.1;5.9;REPROVADO;ChunLi Ember;Engenharia de Producao
2026;20260302;C002;D008;Pesquisa Operacional;6.1;2.0;4.4;9.6;5.5;REPROVADO;ChunLi Ember;Engenharia de Producao
2026;20260302;C002;D009;Gestao da Qualidade;0.2;5.6;7.0;8.8;5.4;REPROVADO;ChunLi Ember;Engenharia de Producao
2026;20260302;C002;D010;Planejamento e Controle;2.5;8.2;9.2;7.7;6.9;APROVADO;ChunLi Ember;Engenharia de Producao
2026;20260303;C002;D006;Estatistica Aplicada;2.1;7.3;7.2;1.4;4.5;REPROVADO;Wormmon Baggins;Engenharia de Producao
2026;20260303;C002;D007;Processos Industriais;7.8;8.4;4.0;8.1;7.1;APROVADO;Wormmon Baggins;Engenharia de Producao
